item_id,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,consensus_C,rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy
SA-000066,217666,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.2,1.7435595774162693,False,False,False,0.7761731147766113,1,1,12,21,,,,,,,False,False,False,False,False,silver_unresolved
SA-000067,217194,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.2649110640673518,1.16619037896906,False,False,False,0.6444615721702576,2,2,13,73,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000068,105176,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.6532998322843198,0.4898979485566356,True,True,True,0.537479043006897,1,1,10,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000069,175874,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.019803902718557,0.7483314773547882,True,True,True,0.6390808820724487,2,2,8,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000070,152133,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.5999999999999999,0.4,False,True,False,0.37455207109451294,1,1,8,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000071,48810,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.2649110640673518,0.8944271909999159,True,False,True,0.7389125823974609,2,2,11,33,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000072,172466,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,4.1182520563948,4.317406628984582,True,True,True,0.6484189629554749,1,1,8,33,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000073,168537,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.227105745132009,1.2,False,False,False,0.6140273809432983,2,2,10,62,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000074,39811,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,2.756809750418044,5.67097875150313,False,False,False,0.5871046781539917,1,1,9,19,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000075,222770,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.0396078054371136,1.7435595774162693,False,False,False,0.73119056224823,1,1,11,21,,,,,,,False,False,False,False,False,silver_unresolved
SA-000076,129570,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.4966629547095764,0.8,True,True,True,0.5617507696151733,1,1,11,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000077,14286,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.249615361854384,1.4966629547095764,True,False,True,0.5354673862457275,1,1,7,19,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000078,116588,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,4.0,5.366563145999495,True,True,True,0.952613353729248,1,1,15,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000079,48658,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.57078889120432,6.248199740725323,True,False,True,0.6227995753288269,1,1,7,44,Unresolved,unresolved,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000080,175468,resistant,,Supported,correct_to_correct,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.2649110640673518,2.0396078054371136,False,False,False,0.495714008808136,2,2,7,93,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000081,86159,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.4979991993593593,1.7888543819998317,True,True,True,0.7560913562774658,1,1,12,27,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000082,34180,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.8944271909999159,0.8,True,False,True,0.7573471069335938,1,1,13,41,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000083,12748,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.1354156504062622,1.4696938456699067,True,True,True,0.675148606300354,1,1,15,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000084,95738,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.9797958971132712,5.238320341483518,False,False,False,0.6625739932060242,3,3,14,162,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000085,65748,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,0.0,False,False,False,0.7586886882781982,1,1,8,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000086,220207,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.7435595774162693,1.9390719429665315,False,False,False,0.7241851091384888,1,1,10,18,,,,,,,False,False,False,False,False,silver_unresolved
SA-000087,187390,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,22.817537115122654,7.222188034107115,True,True,True,0.538965106010437,1,1,12,19,Unresolved,unresolved,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000088,168539,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,4.48998886412873,0.0,True,True,True,0.36510246992111206,1,1,7,23,,,,,,,False,False,False,False,False,silver_unresolved
SA-000089,194922,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,4.308131845707604,1.3564659966250536,True,True,True,0.16530157625675201,1,1,7,20,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000090,110242,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.16619037896906,0.4,True,True,True,0.6643359661102295,1,1,6,36,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
