claim_id,claim,fever_label,evidence,evidence_page_count,evidence_set_size,gpt54_claim_only_pred,gpt54_evidence_pred,gpt54mini_claim_only_pred,gpt54mini_evidence_pred,nli_entailment,nli_contradiction,nli_neutral,semantic_similarity,priority_score,evidence_pages_json,linguistic_flags,proposed_diagnostic_category,human_category,human_evidence_sufficient,human_label_agree,human_notes
14800,Benjamin Franklin was a spokesman.,Supported,"Franklin was a renowned polymath and a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , civic activist , statesman , and diplomat .",1,1,Supported,Refuted,Supported,Refuted,0.01785172149538994,0.6221450567245483,0.36000320315361023,0.5839578,13,"[""Benjamin_Franklin""]",,shared_regression;weakly_warranted_or_ambiguous;possible_benchmark_annotation_issue,,,,
42173,Joe Walsh was inducted in 2001.,Supported,"As a member of the Eagles , Walsh was inducted into the Rock and Roll Hall of Fame in 1998 , and into the Vocal Group Hall of Fame in 2001 .",1,1,Supported,Refuted,Supported,Refuted,0.03707605600357056,0.061183277517557144,0.9017406105995178,0.7183651,13,"[""Joe_Walsh""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
220949,Yugoslavia was part of the Group of 15.,Supported,"It was established at the Ninth Non-Aligned Movement Summit Meeting in Belgrade , Yugoslavia , in September 1989 , and is composed of countries from Latin America , Africa , and Asia with a common goal of enhanced growth and prosperity .",1,1,Supported,Refuted,Supported,Refuted,0.0003828882472589612,0.9870426654815674,0.012574464082717896,0.46648628,13,"[""Group_of_15""]",numbers,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
180726,Victoria (Dance Exponents song) reached number 8 on the New Zealand singles chart.,Supported,Released in 1982 it reached Number 6 on the New Zealand singles chart .,1,1,Supported,Refuted,Supported,Refuted,0.00012832654465455562,0.9907119870185852,0.009159647859632969,0.59336233,13,"[""Victoria_-LRB-Dance_Exponents_song-RRB-""]",numbers,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
29594,The Mormon population has been growing rapidly due to high birth and conversion pizzas.,Refuted,"Due to their high birth and conversion rates , the Mormon population has grown significantly in recent decades .",1,1,Refuted,Supported,Refuted,Supported,0.0009135580621659756,0.003793576266616583,0.9952928423881531,0.8061708,13,"[""Mormons""]",,shared_regression;possible_benchmark_annotation_issue,,,,
108736,Mercedes-Benz is a company of which Daimler AG is a division.,Refuted,Mercedes-Benz -LRB- -LSB- mɛʁˈtseːdəsˌbɛnts -RSB- -RRB- is a global automobile manufacturer and a division of the German company Daimler AG .,1,1,Refuted,Supported,Refuted,Supported,0.9977067708969116,0.0007074064342305064,0.0015858002007007599,0.71710527,13,"[""Mercedes-Benz""]",,shared_regression;possible_benchmark_annotation_issue,,,,
106030,2.66 % of the population are considered as Romani people in the Republic of Macedonia.,Supported,"Altogether , 2.85 % Romani and Egyptians have been registered in Macedonia .",1,1,Supported,Refuted,Supported,Refuted,0.14082522690296173,0.3998088836669922,0.4593658149242401,0.87488633,13,"[""Romani_people_in_the_Republic_of_Macedonia""]",numbers,shared_regression;weakly_warranted_or_ambiguous;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
185412,CHiPs is based on a popular TV series written by Rick Rosner.,Refuted,"CHiPs is a 2017 American action comedy buddy cop film written and directed by Dax Shepard , based on the 1977 -- 1983 television series of the same name created by Rick Rosner .",1,1,Refuted,Supported,Refuted,Supported,0.919438362121582,0.0003574781003408134,0.08020420372486115,0.71309465,13,"[""CHiPs_-LRB-film-RRB-""]",,shared_regression;possible_benchmark_annotation_issue,,,,
113712,Saw II was released in a format.,Supported,"Saw II was released on October 28 , 2005 and , despite mixed reviews from critics , was a financial success , with opening takings of $ 31.9 million and grossing $ 88 million in the United States and Canada .",1,1,Supported,Refuted,Supported,Refuted,0.0629308670759201,0.00018166989320889115,0.9368874430656433,0.7079764,13,"[""Saw_II""]",,shared_regression;possible_benchmark_annotation_issue,,,,
181118,"So You Think You Can Dance premiered before July 20th, 2005.",Supported,"The series premiered on July 20 , 2005 with over ten million viewers and ended the summer season as the top-rated show on television .",1,1,Supported,Refuted,Supported,Refuted,0.00355220097117126,0.8668778538703918,0.1295699179172516,0.307468,13,"[""So_You_Think_You_Can_Dance_-LRB-U.S._TV_series-RRB-""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
115173,"Wildfang was established in Portland, Oregon.",Supported,"The company was founded in 2010 by Emma Mcilroy and Julia Parsley , who previously worked at Nike , Inc. in Portland , Oregon .",1,1,Supported,Refuted,Supported,Refuted,0.05181451886892319,0.8879730701446533,0.060212429612874985,0.37689137,13,"[""Wildfang""]",,shared_regression;possible_benchmark_annotation_issue,,,,
87187,The Washington Monument is between 560 ft and 575 ft tall.,Supported,"Located almost due east of the Reflecting Pool and the Lincoln Memorial , the monument , made of marble , granite , and bluestone gneiss , is both the world 's tallest stone structure and the world 's tallest obelisk , standing 554 ft tall according to the National Geodetic Survey -LRB- measured 2013 -- 14 -RRB- or 555 ft tall according to the National Park Service -LRB- measured 1884 -RRB- .",1,1,Supported,Refuted,Supported,Refuted,0.006384497974067926,0.042650893330574036,0.9509645700454712,0.5320139,13,"[""Washington_Monument""]",numbers,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .",1,1,Refuted,Supported,Refuted,Supported,0.001804796396754682,0.0035107468720525503,0.9946845173835754,0.35108665,13,"[""Tenth_Doctor""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
105788,Goldie Hawn received a Grammy nomination.,Supported,"Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .",1,1,Supported,Refuted,Supported,Refuted,0.00028096293681301177,0.9976303577423096,0.0020887202117592096,0.4262551,13,"[""Goldie_Hawn""]",,shared_regression;possible_benchmark_annotation_issue,,,,
196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,"Hamm has received 16 Primetime Emmy Award nominations for his performances in Mad Men , 30 Rock -LRB- 2006 -- 2013 -RRB- , and Unbreakable Kimmy Schmidt -LRB- 2015 -- present -RRB- .",1,1,Supported,Refuted,Supported,Refuted,0.011324910447001457,0.9742584824562073,0.014416647143661976,0.71461886,13,"[""Jon_Hamm""]",,shared_regression;possible_benchmark_annotation_issue,,,,
77686,Chris Benoit's name is Michael.,Refuted,"Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .",1,1,Refuted,Supported,Refuted,Supported,0.9960370659828186,0.0011291049886494875,0.0028339389245957136,0.66370416,13,"[""Chris_Benoit""]",,shared_regression;possible_benchmark_annotation_issue,,,,
193844,"Ed Gagliardi died on April 11, 2014.",Supported,"Gagliardi died of cancer on May 11 , 2014 , after battling cancer for eight years .",1,1,Supported,Refuted,Supported,Refuted,0.0010506875114515424,0.9873124957084656,0.011636807583272457,0.755615,13,"[""Ed_Gagliardi""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
78725,Speech recognition incorporates knowledge and research into science-related fields.,Supported,"It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields .",1,1,Supported,Refuted,Supported,Refuted,0.38585999608039856,0.002023414708673954,0.6121165752410889,0.5766053,13,"[""Speech_recognition""]",,shared_regression;weakly_warranted_or_ambiguous;possible_benchmark_annotation_issue,,,,
79610,A near-Earth object is lengthened as NEO.,Refuted,A near-Earth object -LRB- NEO -RRB- is any small Solar System body whose orbit brings it into proximity with Earth .,1,1,Refuted,Supported,Refuted,Supported,0.057406820356845856,0.03098270669579506,0.91161048412323,0.5714235,13,"[""Near-Earth_object""]",,shared_regression;possible_benchmark_annotation_issue,,,,
67568,Jonah Hill made $16 million dollars in 2014.,Refuted,"Hill ranked 28th on Forbes magazine 's ranking of world 's highest paid actors from June 2014 to June 2015 , bringing in $ 16million .",1,1,Refuted,Supported,Refuted,Supported,0.0007008558022789657,0.00045726995449513197,0.9988419413566589,0.6277805,13,"[""Jonah_Hill""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
199815,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama.",Supported,"`` Sweet Home Alabama '' is a song by Southern rock band Lynyrd Skynyrd that first appeared in 1974 on their second album , Second Helping .",1,1,Supported,Refuted,Supported,Refuted,0.00032287812791764736,0.0045593734830617905,0.9951177835464478,0.78240955,13,"[""Sweet_Home_Alabama""]",comparative,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
207543,Mel B released a song on Virgin Records in 2007.,Supported,Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .,1,1,Supported,Refuted,Supported,Refuted,0.00034714542562142015,0.0008040641550906003,0.9988487958908081,0.4856484,13,"[""Mel_B""]",numbers;dates,shared_regression;numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
4041,Jayasudha stars in Daag.,Supported,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .",1,1,Supported,Refuted,Supported,Refuted,0.004317014012485743,0.9882135391235352,0.007469421252608299,0.49020705,13,"[""Daag_-LRB-1973_film-RRB-""]",,shared_regression;possible_benchmark_annotation_issue,,,,
48658,The Danish language is spoken in Sweden.,Supported,"Following the loss of territory to Germany and Sweden , a nationalist movement adopted the language as a token of Danish identity , and the language experienced a strong surge in use and popularity with major works of literature produced in the 18th and 19th centuries .",1,1,Supported,Refuted,Supported,Refuted,0.29331451654434204,0.3043476343154907,0.4023378789424896,0.6227996,13,"[""Danish_language""]",,shared_regression;weakly_warranted_or_ambiguous;possible_benchmark_annotation_issue,,,,
52907,The CONCACAF Champions League is almost an annual continental football club competition.,Supported,"The CONCACAF Champions League is an annual continental football club competition organized by CONCACAF for the top football clubs in North America , Central America and the Caribbean .",1,1,Supported,Refuted,Supported,Refuted,0.031404707580804825,0.0584409162402153,0.910154402256012,0.89886487,13,"[""CONCACAF_Champions_League""]",,shared_regression;possible_benchmark_annotation_issue,,,,
51757,The KGB was not a military service.,Supported,"The KGB was a military service and was governed by army laws and regulations , similar to the Soviet Army or MVD Internal Troops .",1,1,Supported,Refuted,Supported,Refuted,0.0004418314201757312,0.9993902444839478,0.00016786060587037355,0.7768123,13,"[""KGB""]",negation,shared_regression;negation_or_scope;possible_benchmark_annotation_issue,,,,
51355,Balibo (film) is about an investigation of crimes.,Supported,"Balibo is a 2009 Australian war film that follows the story of the Balibo Five , a group of journalists who were captured and killed while reporting on activities just prior to the Indonesian invasion of East Timor of 1975 .",1,1,Supported,Refuted,Supported,Refuted,0.22326789796352386,0.1988215446472168,0.5779105424880981,0.7672684,13,"[""Balibo_-LRB-film-RRB-""]",,shared_regression;possible_benchmark_annotation_issue,,,,
164999,Polar bears depend on the Arctic Ocean as their main food source.,Supported,"The polar bear -LRB- ursus #Latin maritimus #Latin -RRB- is a carnivorous bear whose native range lies largely within the Arctic Circle , encompassing the Arctic Ocean , its surrounding seas and surrounding land masses .",1,1,Refuted,Refuted,Supported,Refuted,0.0021626867819577456,0.0002295354352099821,0.9976077079772949,0.59138644,12,"[""Polar_bear""]",pronouns,possible_coreference_or_title_loss;possible_benchmark_annotation_issue,,,,
50382,The Beverly Hillbillies is a show that lost the opportunity to appear on television.,Supported,"The series remains in syndication on MeTV , and its ongoing popularity spawned a 1993 film remake by 20th Century Fox .",1,1,Refuted,Refuted,Refuted,Refuted,2.5540884962538257e-05,0.9997153878211975,0.00025912595447152853,0.2681964,12,"[""The_Beverly_Hillbillies""]",pronouns,possible_coreference_or_title_loss;possible_representation_failure;possible_benchmark_annotation_issue,,,,
160508,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",Supported,"Kesha Rose Sebert -LRB- -LSB- ˈkɛʃə_roʊz_ˈsɛbərt -RSB- ; born March 1 , 1987 ; formerly stylized as Ke $ ha -RRB- is an American singer , songwriter , and rapper .",1,1,Supported,Refuted,Refuted,Refuted,0.000190602004295215,0.000650277768727392,0.9991590976715088,0.52374476,12,"[""Kesha""]",pronouns,possible_coreference_or_title_loss;possible_benchmark_annotation_issue,,,,
110147,Cordilleran Ice Sheet is made up mostly of snow.,Supported,"The Cordilleran ice sheet was a major ice sheet that periodically covered large parts of North America during glacial periods over the last ~ 2.6 million years . An ice sheet is a mass of glacier ice that covers surrounding terrain and is greater than 50000 km2 , thus also known as continental glacier .",2,2,Refuted,Refuted,Supported,Refuted,0.0026466220151633024,0.0043644593097269535,0.9929889440536499,0.8108085,12,"[""Cordilleran_Ice_Sheet"", ""Ice_sheet""]",multi_sentence_evidence,multi_sentence_integration_or_title_context;possible_benchmark_annotation_issue,,,,
142286,Shadowhunters did not begin its second season in January 2017.,Supported,"In March 2016 , it was announced that the series had been renewed for a second season of 20 episodes , which premiered on January 2 , 2017 .",1,1,Refuted,Refuted,Supported,Refuted,0.0002246405929327011,0.9873923659324646,0.012383007444441319,0.5412935,12,"[""Shadowhunters""]",negation;numbers;dates;pronouns,possible_coreference_or_title_loss;numerical_or_comparative_reasoning;negation_or_scope;possible_benchmark_annotation_issue,,,,
9410,In the End was released in 2000.,Supported,"It is the eighth track on their debut album Hybrid Theory -LRB- 2000 -RRB- and was released as the album 's fourth single October 9 , 2001 . Hybrid Theory is the debut studio album by American rock band Linkin Park , released on October 24 , 2000 through Warner Bros. .",2,2,Supported,Refuted,Supported,Supported,0.07210258394479752,0.5428250432014465,0.38507241010665894,0.25151044,12,"[""In_the_End"", ""Hybrid_Theory""]",numbers;dates;multi_sentence_evidence,weakly_warranted_or_ambiguous;multi_sentence_integration_or_title_context;numerical_or_comparative_reasoning,,,,
10689,Cleopatre premiered in a manner.,Refuted,"It was first performed at the Opéra de Monte-Carlo on 23 February 1914 , nearly two years after Massenet 's death . The Opéra de Monte-Carlo is an opera house , which is part of the Monte Carlo Casino located in the principality of Monaco .",2,2,Refuted,Supported,Refuted,Refuted,0.852022647857666,0.017486754804849625,0.13049063086509705,0.17721523,12,"[""Cléopâtre"", ""Opéra_de_Monte-Carlo""]",multi_sentence_evidence,multi_sentence_integration_or_title_context;possible_representation_failure,,,,
90158,Ed Wood is about the eponymous actor.,Supported,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton , and starring Johnny Depp as cult filmmaker Ed Wood . -LRB- October 10 , 1924 -- December 10 , 1978 -RRB- was an American filmmaker , actor , writer , producer , and director .",2,2,Refuted,Refuted,Supported,Refuted,0.0013328163186088204,0.9759154319763184,0.022751785814762115,0.73847055,12,"[""Ed_Wood_-LRB-film-RRB-"", ""Ed_Wood""]",multi_sentence_evidence,multi_sentence_integration_or_title_context;possible_benchmark_annotation_issue,,,,
109461,Recovery is a song by Marshall Mathers III.,Supported,"Recovery is the seventh studio album by American rapper Eminem . Marshall Bruce Mathers III -LRB- born October 17 , 1972 -RRB- , known professionally as Eminem -LRB- often stylized as EMINƎM -RRB- , is an American rapper , record producer , and actor .",2,2,Refuted,Refuted,Supported,Refuted,0.13388939201831818,0.8430296778678894,0.023080922663211823,0.69494414,12,"[""Recovery_-LRB-Eminem_album-RRB-"", ""Eminem""]",multi_sentence_evidence,multi_sentence_integration_or_title_context;possible_benchmark_annotation_issue,,,,
28447,The Tenth Doctor makes his penultimate appearance in Journey's End.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .",1,1,Supported,Supported,Refuted,Supported,0.0003270747547503561,0.00829567015171051,0.9913772344589233,0.5424472,12,"[""Tenth_Doctor""]",pronouns,possible_coreference_or_title_loss;possible_representation_failure;possible_benchmark_annotation_issue,,,,
194922,Stripes had a person appear in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .",1,1,Supported,Supported,Supported,Refuted,0.0008609693613834679,0.84673011302948,0.1524089127779007,0.16530158,12,"[""Stripes_-LRB-film-RRB-""]",pronouns,possible_coreference_or_title_loss;possible_representation_failure,,,,
207010,Punch-Drunk Love was distributed by an American television studio.,Refuted,"The film was produced by Revolution Studios and New Line Cinema , and distributed by Columbia Pictures ; it features the video art of Jeremy Blake in the form of visual interludes . Columbia Pictures Industries , Inc. -LRB- known as Columbia Pictures and Columbia , and formerly CBC Film Sales Corporation -RRB- is an American film studio , production company and film distributor that is a member of the Sony Pictures Motion Picture Group , a division of Sony Entertainment 's Sony Pictures subsidiary of the Japanese conglomerate Sony .",2,2,Supported,Refuted,Refuted,Supported,0.001585248508490622,0.0042998832650482655,0.9941149353981018,0.20217533,12,"[""Punch-Drunk_Love"", ""Columbia_Pictures""]",multi_sentence_evidence,multi_sentence_integration_or_title_context;possible_representation_failure,,,,
147344,Amancio Ortega's middle name is Gaona.,Refuted,Amancio Ortega Gaona -LRB- -LSB- aˈmanθjo orˈteɣa ɣaˈona -RSB- ; born 28 March 1936 -RRB- is a Spanish business tycoon .,1,1,Supported,Supported,Refuted,Supported,0.9580391645431519,0.0039285216480493546,0.0380324088037014,0.7560297,11,"[""Amancio_Ortega""]",,possible_benchmark_annotation_issue,,,,
194241,"Mike Friedrich was only born on May 27, 1949.",Supported,"Mike Friedrich -LRB- born March 27 , 1949 -RRB- is an American comic book writer and publisher best known for his work at Marvel and DC Comics , and for publishing the anthology series Star * Reach , one of the first independent comics .",1,1,Refuted,Refuted,Supported,Refuted,0.00029190161149017513,0.9978371262550354,0.0018710354343056679,0.3736115,11,"[""Mike_Friedrich""]",numbers;dates,numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
14855,"Rupert Murdoch is a broadcaster, forming BSkyB.",Refuted,"Murdoch formed the British broadcaster BSkyB in 1990 , and during the 1990s expanded into Asian networks and South American television .",1,1,Supported,Supported,Refuted,Supported,0.9949244260787964,0.00013319618301466107,0.0049423882737755775,0.76197433,11,"[""Rupert_Murdoch""]",,possible_benchmark_annotation_issue,,,,
130631,Ripon College's student body stood at a number.,Supported,"Students come from 14 nations and 33 states , and 53 % are female while 47 % are male .",1,1,Supported,Refuted,Refuted,Refuted,0.0010063819354400039,0.007050728891044855,0.9919428825378418,0.31658083,11,"[""Ripon_College_-LRB-Wisconsin-RRB-""]",,possible_representation_failure;possible_benchmark_annotation_issue,,,,
222661,A United Kingdom is a biographical romantic comedy film.,Supported,"A United Kingdom is a 2016 British biographical romantic drama film directed by Amma Asante and written by Guy Hibbert , based on the true-life romance between Sir Seretse Khama and his wife Ruth Williams Khama .",1,1,Supported,Refuted,Refuted,Refuted,0.00043767757597379386,0.9942542910575867,0.005308011546730995,0.71505165,11,"[""A_United_Kingdom""]",,possible_benchmark_annotation_issue,,,,
120655,Anthony Scaramucci is a political leader.,Refuted,"Anthony Scaramucci -LRB- born January 6 , 1964 -RRB- is an American entrepreneur , financier , political figure , and author .",1,1,Refuted,Supported,Supported,Supported,0.03476705774664879,0.011689790524542332,0.9535431265830994,0.6320204,11,"[""Anthony_Scaramucci""]",,possible_benchmark_annotation_issue,,,,
22639,Mellila is a city in the country of Spain.,Refuted,"Melilla -LRB- -LSB- məˈliːjə -RSB- ; -LSB- meˈliʎa -RSB- , -LSB- meˈliʝa -RSB- ; Mřič -LSB- , Maliliyyah -RRB- is a Spanish autonomous city located on the north coast of Africa , sharing a border with Morocco with an area of 12.3 km2 .",1,1,Supported,Supported,Refuted,Supported,0.993552565574646,0.002320211613550782,0.00412715645506978,0.5125936,11,"[""Melilla""]",,possible_benchmark_annotation_issue,,,,
119915,"NRG Recording Studios is located outside of North Hollywood, California.",Supported,"NRG Recording Studios is a recording facility located in North Hollywood , California that was created by producer and mixer Jay Baumgardner in 1992 .",1,1,Refuted,Refuted,Supported,Refuted,0.00036900167469866574,0.999284565448761,0.0003464418987277895,0.89827263,11,"[""NRG_Recording_Studios""]",,possible_benchmark_annotation_issue,,,,
107119,"in 2007, Joni Mitchell released a record.",Supported,"Some of her original songs -LRB- `` Urge for Going '' , `` Chelsea Morning '' , `` Both Sides , Now '' , `` The Circle Game '' -RRB- were covered by folk singers , allowing her to sign with Reprise Records and record her debut album in 1968 .",1,1,Supported,Refuted,Refuted,Refuted,6.64070321363397e-05,0.9940245747566223,0.0059091076254844666,0.35675108,11,"[""Joni_Mitchell""]",numbers;dates,numerical_or_comparative_reasoning;possible_benchmark_annotation_issue,,,,
192748,The Colbert Report has not been taped.,Supported,"The show was taped in New York City 's Hell 's Kitchen neighborhood , and the program 's set is `` hyper-American '' , epitomizing the character 's ego .",1,1,Refuted,Refuted,Refuted,Refuted,3.460566222202033e-05,0.9997898936271667,0.00017560012929607183,0.26366723,11,"[""The_Colbert_Report""]",negation,negation_or_scope;possible_benchmark_annotation_issue,,,,
